@relation MonthPeriodStrategy

@attribute ww3Height numeric
@attribute ww3Period numeric
@attribute ww3Direction numeric
@attribute visualObservation numeric

@data
2.54,10.18,70.270004,3.048
3.48,9.54,50.669998,3.048
3.69,9.78,28.66,2.4384
3.48,9.85,51.959999,3.048
3.05,9.27,53.869999,2.4384
2.9,8.83,63.75,3.048
2.59,8.54,73.689995,2.4384
2.14,8.15,75.219994,1.2192
1.93,11.110001,316.529999,4.2672
2.7,12.309999,303.73999,3.6576
2.62,12.04,301.880005,2.4384
2.12,8.23,97.559998,1.8288
1.96,8.360001,98.279999,1.2192
1.92,8.38,97.799995,0.6096
3.68,12.179999,321.589996,4.8768
3.81,12.21,325.720001,10.3632
3.41,12.24,336.109985,8.5344
3.05,11.889999,338.779999,7.3152
2.74,11.75,334.440002,4.2672
2.29,10.93,325.72998,2.4384
1.67,9.68,328.329987,1.8288
1.55,11.23,295.369995,3.6576
1.82,11.78,307.410004,3.048
1.99,10.309999,313.059998,3.6576
1.93,9.94,313.910004,3.048
1.76,13.75,235.800003,2.4384
1.84,13.34,234.610001,1.8288
1.7,10.74,284.25,2.4384
2.07,10.52,292.820007,3.048
2,10.25,292.339996,1.8288
1.86,8.3,83.159996,2.4384
1.99,8.48,78.019997,1.8288
1.99,8.389999,81.449997,1.2192
1.87,8.469999,90.179993,1.8288
1.84,8.35,84.389999,0.6096
1.9,8.38,59.549999,3.6576
2.68,9.52,16.09,3.6576
2.69,9.440001,19.269999,3.048
2.48,8.78,72.599998,1.2192
2.23,8.58,79.379997,0.6096
2.05,8.35,84.470001,0.6096
1.86,7.61,74.569992,0.6096
1.94,7.48,80.009995,0.6096
2.24,8.1,88.199997,1.2192
2.46,8.28,84.770004,1.2192
2.65,8.28,82.400002,2.4384
2,6.89,81.330002,1.2192
1.89,6.91,80.959999,1.2192
1.85,7.38,76.889999,0.6096
2.06,8.79,74.040001,1.2192
2.56,8.55,79.169998,1.2192
2.57,8.48,79.269997,3.048
2.47,8.42,82.230003,2.4384
2.3,8.26,77.259995,1.2192
1.83,7.95,69.949997,0.6096
1.66,7.77,62.379997,1.2192
1.73,14.47,193.259995,1.2192
1.8,13.03,193.110001,1.8288
2.03,14.559999,313.48999,3.6576
2.09,13.82,311.409973,3.6576
2.49,12.299999,319.619995,5.4864
3.58,12.17,329.119995,6.096
3.49,12.07,330.380005,4.8768
2.52,10.349999,331.829987,10.9728
3.17,14.299999,320.970001,9.144
3.06,13.56,319.859985,4.2672
2.35,11.57,320.199982,2.4384
2.14,9.95,320.639984,2.4384
2.12,12.219999,333.419983,1.8288
2.54,13.219999,323.910004,3.048
2.58,13.02,324.709991,3.048
2.29,11.169999,321.639984,4.8768
2.41,12.559999,319.009979,3.6576
2.43,10.98,319.959991,12.192
4.46,15.79,338.299988,12.192
3.97,13.75,336.080017,6.7056
2.97,12.18,342.649994,4.2672
2.36,11.54,343.579987,3.048
1.94,10.4,336.850006,1.8288
1.64,13.54,306.059998,2.4384
2.32,12.54,306.700012,4.8768
2.34,12.44,306.899994,3.6576
2.02,11.51,309.099976,3.048
2.15,12.190001,314.839996,3.6576
2.22,14.440001,327.959991,3.6576
2.13,12.35,316.559998,3.048
2.06,11.96,316.179993,2.4384
2.57,10.96,314.970001,3.6576
2.56,10.889999,314.690002,3.6576
2.42,10.219999,320.779999,3.048
2.37,14.61,309.570007,3.048
3.6,6.86,28.889999,4.8768
3.85,7.42,36.810001,3.6576
3.6,7.74,55.589996,3.048
2.9,8.349999,64.979996,1.8288
2.31,8.219999,68.639992,3.6576
3.21,15.259999,327.889984,8.5344
3.65,14.52,326.699982,7.3152
3.25,13.299999,323.390015,4.8768
3.93,13.75,326.199982,9.144
3.89,13.78,323.75,5.4864
3.76,17.959999,320.72998,12.192
5.53,16.309999,319.029968,16.4592
5.34,16,319.799988,9.7536
3.67,13.289999,317.209991,4.8768
3.65,11.679999,330.799988,9.144
3.86,14.289999,345.919983,10.9728
3.65,13.4,341.589966,5.4864
3.1,14.629999,310.130005,8.5344
3.3,13.94,310.360016,6.096
3.63,13.139999,315.170013,7.3152
3.21,12.08,318.920013,6.096
3.29,14.54,312.509979,10.3632
3.99,13.539999,317.029999,8.5344
4,13.440001,317.690002,4.8768
3.23,12.2,318.499969,3.048
2.71,7.75,85.32,4.2672
3.28,14.47,318.73999,4.8768
3.24,14.08,318.079987,4.2672
2.81,13.099999,319.970001,3.048
2.43,11.869999,327.529968,12.192
4.42,15.839999,322.160004,13.4112
3.99,14.96,319.549988,7.3152
2.91,12.17,316.110016,6.096
2.88,12.11,317.059967,3.048
2.57,11.209999,316.700012,2.4384
2.39,8.34,90.539993,2.4384
3.42,15.339999,316.009979,8.5344
3.67,14.67,315.640015,6.096
3.26,13.47,313.670013,3.6576
3,12.15,320.75,3.048
2.91,11.78,318.449982,3.048
2.64,12.07,315.109985,2.4384
2.33,5.88,74.839996,1.8288
3.24,8.19,78.079994,1.8288
3.23,8.33,78.149994,1.8288
2.64,9.28,101.719994,4.2672
3.44,14.44,312.519989,6.096
3.39,14.08,311.26001,4.8768
3.73,14.7,316.649994,9.144
4.73,15.369999,315.809967,10.9728
4.38,15.129999,315.130005,9.144
7.11,15,311.549988,15.24
7.02,14.92,309.790009,12.192
5.42,13.58,308.339996,9.144
3.73,12.249999,317.350006,3.048
4.43,16.209999,309.390015,7.3152
5.02,16.349998,307.959991,15.24
4.54,15.679999,308.320007,9.144
3.94,13.64,308.719971,4.8768
3.18,12.17,312.140015,4.2672
2.46,11.09,320.859985,1.8288
3.17,12.15,328,4.8768
5.79,12.53,315.789978,10.3632
5.41,12.639999,313.75,9.144
3.59,12.42,314.720001,3.6576
4.5,14.440001,308.869995,14.0208
4.92,15.37,309.429993,10.9728
6.27,14.83,317.72998,9.144
6.07,14.76,317.259979,7.3152
4.02,13.32,315.559967,10.9728
3.99,14.789999,324.279999,7.3152
5.78,15.63,306.449982,15.24
5.7,15.59,305.100006,7.3152
3.53,13.31,299.509979,4.8768
3.16,16.99,301.589996,4.8768
4.6,16.139999,300.079987,9.144
4.36,15.809999,299.190002,5.4864
4.07,13.119999,301.220001,3.6576
3.01,11.74,300.700012,2.4384
2.1,10.36,309.889984,1.8288
2.97,14.62,298.200012,4.2672
2.97,14.509999,297.670013,4.2672
3.54,14.429999,305.209991,6.096
3.36,14.24,303.409973,9.144
4.37,13.74,312.359985,7.3152
4.11,12.52,310.529968,5.4864
3.19,11.36,322.409973,3.6576
2.53,11.9,308.449982,3.048
3.79,14.61,303.369995,4.2672
3.78,14.57,303.639984,3.048
3.09,13.33,305.929993,2.4384
3.2,7.52,43.5,2.4384
3.5,8.01,48.359997,3.048
3.15,8.469999,52.909996,1.8288
2.5,8.42,54.169998,1.8288
2.42,7.23,76.739998,1.2192
2.98,14.27,310.970001,4.2672
3.27,14.009999,310.929993,9.144
3.53,13.41,309.429993,5.4864
3.61,13.389999,307.889984,5.4864
3.27,13.2,306.559998,4.2672
2.62,17.969999,303.940002,9.144
3.34,14.849999,297.300018,7.3152
3.21,14.610001,295.709991,4.2672
2.67,13.16,294.899994,3.048
2.15,12.03,298.040009,7.3152
3.34,13.59,307.049988,9.144
3.19,13.29,306.769989,3.6576
2.57,15.059999,306.579987,6.096
2.89,13.49,301.549988,4.8768
2.9,13.429999,300.98999,4.8768
2.63,12.24,303.549988,4.2672
2.31,13.65,299.919983,4.2672
2.24,13.389999,299.919983,2.4384
1.77,11.98,298.399994,1.8288
1.63,12.19,303.309998,3.048
2.4,12.87,318.790009,4.2672
2.34,12.139999,317.290009,2.4384
3.35,15.619999,302.72998,7.3152
3.59,14.91,302.610016,6.096
2.84,13.4,299.47998,3.048
2.27,11.88,298.889984,1.8288
2.07,11.02,306.880005,4.2672
2.09,11.48,315.789978,3.048
2.82,12.6,326.130005,4.8768
2.84,12.02,324.659973,4.2672
2.68,14.64,311.820007,4.8768
2.73,13.5,310.48999,2.4384
2.47,10.9,312.869995,1.8288
2.13,9.74,41.739998,0.6096
2.48,15.21,300.890015,4.8768
3.03,13.79,307.529999,4.8768
2.9,11.88,308.329987,4.8768
3.65,12.030001,313.889984,7.3152
3.54,11.559999,324.559998,5.4864
2.87,11.58,347.759979,3.048
2.77,13.09,298.970001,3.6576
2.82,12.76,306.660004,3.048
2.51,8.35,74.470001,1.2192
2.39,8.96,54.359997,0.6096
2.11,8.809999,52.509998,0.6096
2.04,8.35,71.049995,1.2192
2.03,8.1,85.519997,0.6096
2.03,8.15,85.660004,2.4384
1.96,8.5,88.089996,1.2192
1.9,9.63,94.650002,1.2192
2.05,9.559999,76.299995,2.4384
2.65,13.809999,319.029999,4.8768
2.86,7.87,76.809998,2.4384
2.94,7.83,79.779999,1.2192
2.54,7.55,86.799995,1.2192
2.84,7.46,88.959999,1.2192
2.84,7.52,87.619995,1.8288
2.72,7.75,78.68,1.2192
2.52,7.93,75.729996,0.6096
2.68,8.33,74.860001,0.6096
2.99,8.02,78.449997,1.8288
3.07,8.23,79.269997,1.8288
2.96,8.559999,82.819992,1.2192
2.76,8.41,85.900002,2.4384
2.4,7.8,86.259995,2.4384
2.41,7.77,85.559998,2.4384
2.1,7.75,85.099998,2.4384
1.96,13.28,303.540009,2.4384
1.62,11.48,304.089996,1.2192
1.44,10.08,307.429993,1.2192
1.57,9.99,320.419983,2.4384
1.72,12.02,321.73999,3.048
2.06,11.099999,319.669983,3.048
2.58,11.85,342.98999,7.3152
2.51,11.690001,341.130005,6.096
2.23,14.829999,309.449982,6.096
2.29,13.87,307.839996,3.6576
2.13,12.44,308.049988,3.048
2,5.76,88.229996,2.4384
2.05,6.41,90.599998,1.8288
2.17,7.12,92.279999,1.8288
2.19,7.71,88.729996,1.2192
2.22,7.61,89.169998,1.8288
2.03,6.97,86.709999,1.8288
2.13,7.21,83.099998,1.2192
2.4,7.47,80.790001,1.8288
2.38,7.51,80.549995,3.048
2.12,7.64,80.089996,4.2672
2.84,14.1,335.950012,6.7056
2.79,13.599999,334.23999,4.2672
2.1,11.650001,329.540009,3.048
1.93,10.059999,332.949982,3.048
2.16,9.45,346.089996,2.4384
2.13,9.65,349.709991,1.8288
1.6,10.099999,359.48999,1.2192
2.52,12.759999,322.630005,4.8768
2.7,12.299999,321.410004,4.8768
2.39,11.379999,323.48999,2.4384
2.15,8.92,330.869995,2.4384
2.24,10.039999,332.389984,2.4384
2.18,9.84,334.349976,1.8288
1.63,8.95,355.700012,1.2192
2.45,11.94,313.470001,4.8768
2.34,11.52,313.51001,2.4384
2.16,9.16,7.54,3.048
2.43,7.99,77.360001,4.2672
2.84,13.11,317.869995,4.2672
2.66,8.309999,69.969994,3.048
2.2,7.83,83.509995,2.4384
1.93,7.49,85.379997,1.8288
2.14,5.94,95.039993,3.048
3.19,7.63,91.799995,2.4384
3.26,8.65,85.709999,2.4384
3.22,8.87,83.25,2.4384
2.94,9.24,85.899994,1.8288
2.79,9.54,80.639999,1.8288
2.89,7.69,81.419998,1.8288
2.91,7.86,81.340004,1.8288
2.82,8.309999,83.440002,1.8288
2.52,9.01,94.699997,1.8288
3.75,8.25,53.260002,4.8768
4.3,11.34,20.290001,6.096
5.78,14.61,35.129997,9.144
5.79,14.66,35.149998,7.3152
4.77,13.36,32.889999,4.2672
3.98,11.940001,30.379999,3.048
3.67,12.28,30.23,4.2672
3.65,12.25,31.099998,3.6576
2.9,11.53,38.109997,2.4384
3.14,12.94,358.949982,9.144
3.74,11.639999,19.68,7.3152
3.71,11.58,20.040001,4.8768
3.17,8.709999,78.970001,1.8288
3.17,9.599999,11.43,6.096
3.49,10.77,2.6,6.096
3.36,11.03,6.72,3.048
3.25,14.4,341.769989,6.096
3.16,13.66,340.049988,6.096
2.55,12.03,336.559998,3.6576
2.84,6.24,77.229996,3.6576
3.06,7.31,71.269997,3.6576
3.38,7.87,77.739998,3.6576
3.81,16.299999,324.660004,7.3152
3.82,15.82,324.619995,7.3152
3.32,13.86,319.509979,5.4864
3.1,12.99,315.860016,3.048
2.88,12.64,310.749969,3.048
2.79,13.3,321.330017,5.4864
3.92,12.99,330.809998,9.144
4,12.629999,327.959991,6.096
3.45,10.91,336.369965,4.8768
2.67,9.94,351.309998,5.4864
2.8,15.92,324.470001,9.144
3.41,13.43,327.029999,7.3152
3.26,13.150001,325.829987,4.8768
2.49,14.99,302.529999,3.6576
2.67,13.62,298.940002,3.048
2.63,13.509999,296.899994,2.4384
2.29,12.48,296.949982,1.8288
2.19,11.849999,301.059967,3.048
2.63,9.440001,8.2,3.048
2.58,9.349999,86.379997,3.048
3.07,13.44,313.679993,4.2672
