@relation MonthPeriodStrategy

@attribute ww3Height numeric
@attribute ww3Period numeric
@attribute ww3Direction numeric
@attribute visualObservation numeric

@data
2.03,14.36,328.160004,4.2672
2.07,12.049999,322.419983,3.048
2.39,11.19,336.26001,3.048
2.41,11.07,337.279999,2.4384
2.27,9.86,347.22998,1.8288
2.19,7.78,66.769997,9.7536
3.26,14.690001,332.51001,7.3152
3.27,14.41,332.179993,3.6576
2.56,12.11,327.839996,3.048
2.88,14.51,339.220001,5.4864
2.8,13.75,337.850006,2.4384
2.2,11.639999,337.170013,4.8768
2.59,13.690001,339.059967,4.2672
2.57,13.219999,338.22998,4.2672
2.3,11.28,336.470001,4.2672
2.13,12.15,333.73999,4.8768
3.77,15.009999,332.690002,10.9728
4.07,14.559999,332.139984,7.3152
3.27,13.309999,326.600006,9.144
3.04,13.53,326.919983,4.2672
2.53,12.299999,323.220001,7.3152
2.68,12.59,322.879974,5.4864
2.39,12.15,324.130005,2.4384
2.58,13.61,312.76001,6.096
3.55,13.37,312.160004,7.3152
3.47,13.369999,315,5.4864
2.72,12.77,317.98999,3.6576
2.02,11.900001,319.880005,3.048
1.77,8.73,99.829994,3.048
2.23,6.77,73.879997,3.048
2.69,8.4,67.629997,3.048
2.77,8.56,73.629997,2.4384
2.75,9.23,80.830002,3.6576
2.9,9.57,82.479996,9.144
3.47,13.63,311.22998,7.3152
3.44,13.12,312.059998,4.2672
3.46,10.949999,75.340004,3.048
3.43,10.71,72.919998,3.048
3.34,10.19,81.799995,3.048
3.54,10.309999,78.349998,3.6576
4.91,10.679999,77.489998,3.6576
4.89,10.959999,78.019997,1.8288
3.88,10.959999,80.389999,1.2192
3.13,15.2,297.009979,7.3152
3.24,14.62,297.179993,4.8768
2.74,13.22,298.790009,2.4384
2.49,11.1,325.199982,3.048
2.64,13.98,303.940002,3.6576
2.64,13.78,303.179993,3.048
2.45,13.16,303.220001,3.048
2.83,13.030001,329.459991,6.096
4.23,13.889999,334.359985,7.3152
3.76,12.450001,328.720001,3.6576
5.5,16.360001,329.450012,13.4112
5.49,16.23,328.360016,14.6304
4.71,14.82,328.200012,9.144
3.68,13.67,331.730011,4.8768
3.57,11.84,332.380005,10.3632
4.23,14.55,312.72998,10.9728
4.84,13.32,316.589996,10.9728
4.59,13.249999,315.299988,7.3152
3.07,12.01,312.869995,6.096
4.31,13.639999,324.959991,10.3632
4.01,13.52,321.039978,5.4864
4.24,15.279999,321.610016,12.192
6.22,16.27,314.149994,16.4592
5.82,16,311.839996,8.5344
3.95,17.58,316.799988,9.144
4.74,15.9,312.230011,9.144
4.02,14.27,305.749969,4.8768
3.28,12.57,315.619995,3.048
2.37,11.719999,312.23999,1.8288
2.06,13.219999,305.189972,2.4384
2.98,15.809999,310.039978,8.5344
3.12,14.84,308.450012,4.8768
3.35,13.53,300.23999,4.8768
4.28,13.799999,298.660004,3.6576
4.78,11.139999,62.360001,3.6576
4.7,11.17,63.619995,3.6576
4.24,11.08,60.209995,3.048
3.49,10.26,61.359997,2.4384
2.63,9.86,61.359997,2.4384
2.27,9.809999,58.499996,1.8288
2.13,9.38,76.410004,2.4384
2.01,9.27,90.160004,2.4384
2.86,10.02,39.200001,4.8768
3.06,9.959999,33.229996,3.6576
2.8,10.44,31.629999,2.4384
2.76,8.86,82.470001,2.4384
2.55,8.73,92.93,3.6576
2.74,9.52,92.32,4.8768
2.72,9.54,91.699997,4.2672
2.42,13.74,303.449982,3.6576
2.29,13.379999,307.319977,3.6576
2.79,11.749999,323.399994,5.4864
3.14,14.079999,329.799988,6.096
3.09,13.35,331.329987,3.6576
2.25,11.29,327.219971,3.6576
3.76,12.869999,350.22998,9.144
4,12.839999,355.420013,6.096
3.42,11.91,1.34,3.6576
2.8,9.54,31.9,7.3152
2.8,9.34,43.929996,4.2672
2.62,9.13,51.099998,4.8768
2.55,14.48,318.570007,6.096
2.59,13.809999,317.299988,2.4384
2.05,11.83,314.049988,1.2192
2.04,7.62,77.150002,1.8288
1.96,8.66,95.169998,2.4384
2.31,14.61,302.390015,6.096
3.29,13.15,307.809967,6.096
3.14,12.789999,311.019989,3.048
2.57,10.14,353.749969,3.6576
3.17,13.69,308.119995,7.3152
3.22,6.95,58.139999,3.6576
3.18,8.17,60.889996,2.4384
3.08,8.35,62.259998,1.8288
2.34,13.589999,314.969971,3.048
1.74,7.23,72.840004,1.8288
1.67,7.21,73.540001,1.8288
1.55,7.57,83.419998,1.2192
1.55,7.61,57.189999,0.6096
1.78,6.94,62.32,0.6096
1.87,19.4,179.87999,0.6096
2.37,16.5,183.019989,1.2192
2.62,14.86,184.849991,1.8288
2.52,8.280001,57.939999,1.2192
2.11,8.24,73.889992,0.6096
1.81,7.82,75.599998,0.6096
1.46,7.84,82.730003,0.6096
1.48,4.98,74.790001,0.6096
1.64,5.84,70.379997,1.2192
1.84,6.29,70.069992,1.8288
1.79,6.26,71.459999,1.2192
1.78,6.77,76.810005,1.2192
1.76,7.41,88.039993,0.6096
1.57,7.64,92.779999,0.6096
1.29,7.54,93.290001,2.4384
1.97,11.28,327.089996,3.048
2.01,10.879999,328.119995,3.048
2,10.749999,266.459991,3.6576
1.93,13.32,188.979996,1.8288
1.65,11.75,192.889984,1.8288
1.4,9.26,353.669983,2.4384
1.52,8.77,337.139984,2.4384
1.51,8.77,337.049988,4.2672
1.83,13.04,314.089996,3.6576
1.85,6.73,74.639999,1.8288
1.92,7,71.330002,1.2192
1.63,7.15,70.719994,1.2192
1.65,7.66,71.899994,0.6096
1.96,9.01,68.599998,1.2192
2.24,8.47,78.290001,1.2192
2.26,8.4,78.529991,3.048
2.22,8.54,74.43,2.4384
2.1,8.46,72.549995,1.2192
1.72,8.82,30.91,0.6096
1.55,7.929999,58.599998,1.2192
1.72,14.46,194.409988,1.2192
1.83,13.549999,194.979996,1.8288
1.79,14.669999,303.190002,3.6576
1.97,13.13,302.809998,3.6576
2.36,12.440001,315.320007,5.4864
3.33,12.23,328.639984,6.096
3.36,12.22,329.070007,4.8768
2.56,10.879999,329.410004,10.9728
2.98,14.45,320.959991,9.144
2.95,14.059999,319.589996,4.2672
2.27,11.99,320.019989,2.4384
2.11,10.039999,320.920013,2.4384
2.07,11.46,326.549988,1.8288
2.26,13.349999,314.890015,3.048
2.48,12.67,324.529999,3.048
2.16,11.419999,322.579987,4.8768
2.2,12.87,320.499969,3.6576
2.19,12.389999,318.809998,12.192
4.34,14.76,335.459991,12.192
4.04,14.379999,337.869995,6.7056
3.01,12.309999,340.830017,4.2672
2.36,11.78,345.419983,3.048
2.03,10.84,341.029999,1.8288
1.65,5.14,82.300003,2.4384
2.23,12.64,307.619995,4.8768
2.24,12.46,307.709991,3.6576
2.06,11.92,306.919983,3.048
2.18,12.940001,325.410004,3.6576
2.28,13.59,325.109985,3.6576
2.12,12.99,322.190002,3.048
1.97,12.08,315.519989,2.4384
2.35,10.97,315.72998,3.6576
2.48,10.799999,315.980011,3.6576
2.34,10.219999,323.380005,3.048
2.11,14.799999,308.480011,3.048
2.8,13.14,312.889984,4.8768
3.3,11.99,317.399994,3.6576
3.21,11.839999,318.390015,3.048
2.73,9.49,35.360001,1.8288
2.24,8.36,57.209999,3.6576
2.67,16.119999,328.289978,8.5344
3.41,14.76,327.439972,7.3152
3.23,13.43,324.149994,4.8768
3.59,13.71,329.649994,9.144
3.67,13.74,327.47998,5.4864
2.74,12.16,315.47998,12.192
5.14,16.32,319.269989,16.4592
5.09,16.189999,319.619995,9.7536
3.73,13.639999,318.190002,4.8768
3.4,11.839999,333.039978,9.144
3.96,14.01,343.029999,10.9728
3.85,13.66,341.359985,5.4864
2.64,14.969999,311.130005,8.5344
3.13,13.43,309.519989,6.096
3.44,12.73,319.329987,7.3152
3.25,12.25,320.220001,6.096
2.97,14.79,312.919983,10.3632
3.73,13.74,315.790009,8.5344
3.81,13.47,318.019989,4.8768
3.28,12.37,318.849976,3.048
2.73,7.01,72.480003,4.2672
3.21,14.529999,319.139984,4.8768
3.19,14.389999,319.410004,4.2672
2.75,13.259999,319.080017,3.048
2.24,11.999999,323.690002,12.192
4.36,16.09,327.320007,13.4112
4.04,15.57,323.76001,7.3152
2.98,12.29,316.399994,6.096
2.91,12.17,317.469971,3.048
2.5,11.219999,319.160004,2.4384
2.16,8.389999,89.599998,2.4384
2.94,16.559999,319.179993,8.5344
3.42,14.87,317.079987,6.096
3.11,13.73,314.160004,3.6576
2.84,12.27,320.329987,3.048
2.78,11.86,318.119995,3.048
2.56,12.08,314.619995,2.4384
2.19,11.309999,318.119995,1.8288
2.92,7.78,71.179993,1.8288
3,8.37,74.139992,1.8288
2.49,8.599999,74.900002,4.2672
3.19,14.53,313.200012,6.096
3.2,14.389999,312.589996,4.8768
3.11,13.43,313.100006,9.144
4.56,15.419999,316.599976,10.9728
4.32,15.27,316.01001,9.144
6.39,15.11,315.580017,15.24
6.48,15.04,313.480011,12.192
5.32,13.7,309.649994,9.144
3.83,12.48,317.570007,3.048
3.62,16.969999,312.110016,7.3152
4.62,16.15,309.049988,15.24
4.38,15.889999,308.970001,9.144
3.87,14.21,308.769989,4.8768
3.15,12.369999,312.220001,4.2672
2.59,11.259999,321.049988,1.8288
2.55,10.219999,317.230011,4.8768
5.33,12.559999,318.549988,10.3632
5.25,12.65,317.170013,9.144
3.82,12.67,314.519989,3.6576
4.09,13.949999,311.959991,14.0208
4.57,15.41,311.469971,10.9728
5.89,14.849999,318.859985,9.144
5.85,14.82,318.609985,7.3152
4.22,13.46,316.999969,10.9728
3.76,13.879999,320.72998,7.3152
4.9,15.59,309.659973,15.24
5.27,15.63,306.320007,7.3152
3.67,13.64,300.72998,4.8768
2.53,17.700001,304.049988,4.8768
4.39,16.27,300.869995,9.144
4.27,16.030001,300.440002,5.4864
3.91,13.59,302.799988,3.6576
2.94,11.97,301.399994,2.4384
2.09,10.74,304.72998,1.8288
2.81,14.79,300.380005,4.2672
2.85,14.679999,299.190002,4.2672
3.36,14.509999,306.839996,6.096
3.27,14.349999,305.409973,9.144
4.04,13.389999,312.029999,7.3152
3.93,13.059999,310.829987,5.4864
3.22,11.63,319.929993,3.6576
2.41,11.849999,340.959991,3.048
3.53,14.639999,303.350006,4.2672
3.59,14.57,304,3.048
3.09,13.45,304.940002,2.4384
2.41,12.119999,310.600006,2.4384
3.28,8.34,39.469997,3.048
3.18,8.379999,39.499996,1.8288
2.44,8.45,44.200001,1.8288
2.37,6.8,66.299995,1.2192
2.74,14.92,311.890015,4.2672
2.92,13.38,310.019989,9.144
3.22,13.43,310.850006,5.4864
3.3,13.43,309.049988,5.4864
3.09,13.28,307.019989,4.2672
2.52,12.2,308.410004,9.144
3.22,15.13,299.519989,7.3152
3.08,14.77,297.26001,4.2672
2.59,13.33,294.859985,3.048
2.19,12.13,296.269989,7.3152
2.53,9.19,95.589996,1.2192
2.69,9.209999,96.369995,0.6096
2.2,8.389999,91.689995,1.2192
1.73,5.86,70.169998,1.2192
1.66,6.07,69.940002,0.6096
1.8,5.7,70.029999,0.6096
1.73,5.91,73.739998,0.6096
1.79,6.29,78.529999,0.6096
1.68,6.21,79.629997,0.6096
1.37,6.64,81,0.6096
1.38,14.809999,213.330002,1.2192
1.35,14.6,212.969986,1.2192
1.31,8.99,309.079987,0.6096
1.27,8.2,324.269989,0.6096
1.37,7.46,60.220001,0.6096
1.57,7.58,63.289997,1.2192
1.74,8.77,53.609997,1.2192
1.89,9.03,41.290001,1.2192
1.86,9.03,41.919998,0.6096
1.74,8.33,54.009998,0.6096
1.49,12.35,182.020004,1.2192
1.3,7.24,73.410004,1.2192
1.35,9.34,327.029999,1.8288
1.5,8.559999,339.330017,2.4384
1.47,8.469999,339.969971,1.2192
1.31,8.33,357.309998,2.4384
1.46,9.19,33.299999,3.048
1.5,10.09,338.279999,2.4384
1.7,10.889999,312.209991,2.4384
1.65,10.679999,311.889984,2.4384
1.37,12.31,316.299988,3.048
1.83,10.63,318.289978,3.048
2.47,11.95,342.519989,7.3152
2.48,11.85,342.640015,6.096
2.2,15.249999,308.259979,6.096
2.3,14.48,311.470001,3.6576
2.1,13.009999,311.449982,3.048
1.93,10.1,313.499969,2.4384
2.03,6.22,85.949997,1.8288
1.97,6.43,85.849998,1.8288
1.99,7.809999,89.949997,1.2192
1.87,7.97,82.870003,1.8288
2,6.74,81.769997,1.8288
2.05,7.57,77.650002,1.2192
2.25,7.46,72.870003,1.8288
2.17,7.59,69.940002,3.048
2.03,7.62,72.049995,4.2672
2.71,14.529999,337.309998,6.7056
2.73,14.23,336.189972,4.2672
2.15,11.940001,328.110016,3.048
1.87,10.25,333.899994,3.048
2.12,9.42,344.959991,2.4384
2.12,9.53,348.529999,1.8288
1.75,10.17,356.969971,1.2192
1.97,13.419999,317.850006,4.8768
2.46,12.41,321.690002,4.8768
2.34,11.789999,320.959991,2.4384
1.71,9.09,319.549988,2.4384
1.98,10,331.649994,2.4384
1.99,10.05,331.709991,1.8288
1.52,9.09,352.110016,1.2192
2.25,12.059999,313.289978,4.8768
2.23,11.92,313.540009,2.4384
2.17,9.84,348.139984,3.048
2.35,8.48,60.709999,4.2672
2.69,13.219999,317.589996,4.2672
2.56,13.07,318.439972,3.048
2.03,8.059999,65.449997,2.4384
1.83,7.54,80.220001,1.8288
2.06,6.15,89.269997,3.048
3.03,7.52,87.25,2.4384
3.11,8.79,79.330002,2.4384
3.19,8.98,80.269997,2.4384
2.93,9.28,77.319992,1.8288
2.66,9.59,74.410004,1.8288
2.75,7.49,78.730003,1.8288
2.76,8.059999,74.909996,1.8288
2.65,8.27,76.209999,1.8288
2.33,9.05,89.129997,1.8288
3.17,7.51,47.900002,4.8768
4.31,11.53,15.53,6.096
5.82,14.58,30.290001,9.144
5.9,14.64,30.529999,7.3152
4.85,13.35,28.199999,4.2672
3.96,12.02,25.65,3.048
3.47,12.69,25.939999,4.2672
3.47,12.44,26.66,3.6576
2.65,11.69,33.989998,2.4384
2.45,12.929999,350.049988,9.144
3.68,11.91,7.65,7.3152
3.68,11.91,7.62,4.8768
3.16,11.17,16.459999,1.8288
2.38,9.3,20.08,6.096
3.42,11.15,7.04,6.096
3.34,11.12,6.97,3.048
3.14,14.449999,342.23999,6.096
3.13,14.139999,341.469971,6.096
2.55,12.17,338.139984,3.6576
2.6,12.15,294.299988,3.6576
2.6,13.59,311.970001,3.6576
3.11,7.79,74.489998,3.6576
3.53,8.5,84.029999,7.3152
3.57,16.52,324.880005,7.3152
3.13,13.829999,320.319977,5.4864
3.04,13.23,318.200012,3.048
2.81,12.58,311.499969,3.048
2.55,11.99,310.320007,5.4864
3.59,14.32,335.309998,9.144
3.89,12.68,329.23999,6.096
3.54,11.219999,337.889984,4.8768
2.87,10.19,351.839996,5.4864
2.7,16.01,324.75,9.144
3.29,13.49,327.940002,7.3152
3.25,13.33,327.389984,4.8768
2.45,11.98,315.48999,3.6576
2.59,13.799999,301.299988,3.048
2.51,13.62,298.849976,2.4384
2.29,12.93,292.029999,1.8288
2.04,11.889999,298.679993,3.048
2.41,9.44,15.22,3.048
2.44,9.34,85.389999,3.048
2.73,13.53,314.459991,4.2672
2.7,13.32,313.730011,3.048
2.73,11.12,337.669983,2.4384
2.72,5.74,173.409988,2.4384
2.35,11.08,311.839996,3.048
3.5,12.179999,310.97998,9.144
3.51,12.21,310.299988,6.096
2.65,11.22,308.73999,2.4384
1.99,10.36,312.929993,2.4384
2.8,13.119999,337.23999,3.048
4.63,16.68,322.839996,16.4592
4.94,16.099998,321.389984,7.3152
3.07,12.9,312.5,3.048
5.27,16.049999,302.759979,10.9728
5.12,15.61,299.589996,6.096
6.4,15.039999,298.130005,10.9728
6.28,15.18,296.880005,10.9728
4.52,13.66,299.970001,4.8768
2.82,11.940001,306.470001,5.4864
4.1,15.85,301.609985,7.3152
4.51,15.65,300.220001,7.3152
4.2,14.91,299.75,7.3152
4.2,14.61,308.97998,10.9728
3.95,14.57,310.389984,4.2672
2.59,12.57,308.859985,9.144
2.91,13.53,310.459991,5.4864
2.8,13.09,313.100006,2.4384
2.77,15.93,308.290009,4.8768
2.92,15.04,306.649994,4.8768
2.88,12.469999,304.76001,3.048
2.85,12.15,304.26001,2.4384
2.83,7.18,76.299995,2.4384
2.87,13.4,316.199982,4.2672
2.82,13.089999,316.419983,2.4384
2.53,11.099999,315.600006,1.8288
2.19,9.04,96.949997,5.4864
2.86,12.99,313.009979,4.8768
2.84,12.7,312.290009,3.6576
2.76,12.21,311.849976,1.8288
2.27,10.91,326.069977,2.4384
2.34,15,309.940002,3.6576
3.01,13.829999,307.420013,6.096
3.7,13.51,307.920013,8.5344
3.9,14,311.709991,8.5344
4.09,14.029999,314.950012,8.5344
3.67,13.450001,313.289978,6.096
2.99,12.66,315.959991,3.048
2.74,11.549999,319.269989,2.4384
2.78,12.83,332.899994,4.2672
2.79,12.589999,333.349976,3.048
2.46,17.17,308.709991,9.144
3.9,15.12,303.980011,8.5344
3.79,14.98,303.089996,7.9248
3.41,13.73,307,7.3152
3.39,13.75,306.029968,5.4864
3.01,13.61,300.399994,3.048
2.56,12.309999,313.699982,3.048
2.57,12.919999,328.589996,2.4384
3.44,17.869999,308.889984,9.144
4.91,7.12,209.73999,13.4112
4.43,15.809999,311.369995,7.3152
1.34,7.77,76.209991,1.8288
1.45,12.11,191.909988,2.4384
1.5,11.2,192.529999,1.8288
1.46,11.2,191.220001,1.2192
1.45,8.41,38.579998,1.2192
1.47,7.99,63.029999,1.2192
1.38,7.57,57.709995,1.2192
1.32,10.41,139.110001,0.6096
1.42,9.7,133.999985,0.6096
1.51,5.26,72.360001,0.6096
1.54,6.16,55.579998,0.6096
1.66,6.74,46.279999,0.6096
1.84,6.95,54.449997,1.8288
1.93,13.299999,237.080002,2.4384
1.89,12.889999,247.279984,1.8288
1.84,6.98,68.020004,0.6096
1.76,6.99,69.080002,0.6096
2.15,6.45,71.979996,0.6096
2.17,7.7,67.940002,0.6096
2.26,8.12,71.029999,1.2192
1.79,8.13,78.32,1.2192
1.78,5.76,75.520004,1.2192
2.04,7.48,67.329994,1.2192
2.07,7.66,66.790001,0.6096
1.92,7.66,69.209999,0.6096
1.81,12.179999,329.529968,1.8288
1.9,14.559999,194.190002,1.8288
1.85,14.369999,193.62001,1.8288
2.05,11.15,329.149994,3.6576
2.25,10.13,342.259979,2.4384
