@relation NoBuoyStrategy

@attribute ww3Height numeric
@attribute ww3Period numeric
@attribute ww3Direction numeric
@attribute visualObservation numeric

@data
2.28,8.67,85.389999,0.6096
2.12,8.79,83.720001,1.8288
1.98,8.67,81.039993,1.2192
1.72,8.48,76.349998,0.6096
1.65,8.86,63.849998,0.6096
1.41,8.49,63.719997,0.6096
1.53,6.46,61.110001,0.6096
1.51,6.74,46.91,0.6096
1.62,6.44,67.609993,1.8288
1.7,11.07,314.159973,1.2192
1.66,9.99,319.910004,0.6096
1.52,6.16,74.059998,0.6096
1.55,16.209999,179.279999,0.6096
1.6,15.32,180.860001,0.6096
1.52,12.36,282,1.8288
1.55,6.94,78.009995,1.2192
1.54,6.99,78.900002,0.6096
1.29,14.83,180.580002,0.6096
1.14,7.57,100.400002,0.6096
1.12,7.71,35.859997,1.2192
1.16,7.78,16.040001,0.6096
1.2,7.099999,23.51,0.6096
1.26,7.11,29.919998,0.6096
1.24,10.719999,193.589996,0.6096
1.32,6.03,68.810005,0.6096
1.34,6.11,69.059998,0.6096
1.23,6.46,67.330002,0.6096
1.13,6.79,61.329998,0.6096
1.14,6.1,87.579994,0.6096
1.21,6.18,85.939995,0.6096
1.27,12.150001,254.049988,1.8288
1.71,7.01,62.949997,1.2192
1.74,7.03,63.43,0.6096
1.59,7.31,62.419998,0.6096
1.38,7.51,58.379997,0.6096
1.28,6.599999,67.650002,0.6096
1.47,6.2,75.499992,0.6096
1.68,6.36,75.359993,0.6096
1.73,6.26,75.339996,0.6096
1.69,6.83,73.859993,0.6096
1.63,6.89,71.120003,0.6096
1.61,7.52,76.869995,0.6096
1.56,7.57,78.43,0.6096
1.24,7.5,87.650002,0.6096
1.24,7.49,85.849998,0.6096
1.17,7.46,87.230003,0.6096
1.33,6.07,70.660004,0.6096
1.32,5.83,71.559998,0.6096
1.28,5.67,61.369999,0.6096
1.57,6.27,65.529999,1.2192
1.72,6.89,68.730003,1.2192
1.7,6.93,68.739998,1.2192
1.77,8.049999,76.449997,1.2192
1.78,7.62,79.479996,1.2192
1.76,7.54,81.039993,0.6096
1.51,7.48,88.589996,0.6096
1.41,7.32,44.559998,0.6096
1.49,7.17,42.049999,1.2192
1.44,7.08,44.420002,1.2192
1.25,8.18,74.650002,1.2192
1.33,8.309999,103.689995,0.6096
1.39,8.53,104.169991,0.6096
1.35,8.53,102.409996,0.6096
1.4,8.43,93.349998,0.6096
1.66,5.58,76.899994,0.6096
1.67,5.96,76.269997,0.6096
1.39,6.96,75.760002,1.2192
1.73,7.48,69.25,1.2192
2.09,16.25,181.419998,0.6096
2.13,14.389999,181.630005,0.6096
2.07,13.709999,180.179993,0.6096
1.82,12.959999,179.73999,0.6096
1.5,12.07,177.970001,0.6096
1.5,7.469999,93.699997,0.6096
1.78,7.66,87.989998,0.6096
2.05,15.809999,193.509995,0.6096
2.11,14.639999,193.720001,0.6096
2.07,14.44,193.819992,0.6096
1.86,7.05,70.900002,0.6096
1.93,7.34,67.999992,0.6096
1.87,7.5,74.57,0.6096
1.57,7.48,85.379997,0.6096
1.43,6.94,73.809998,0.6096
1.49,6.98,74.619995,0.6096
1.5,13.379999,194.889999,0.6096
1.49,12.919999,204.100006,0.6096
1.47,5.33,71.349998,0.6096
1.98,7.73,65.559998,1.2192
2.34,8.389999,51.359997,1.8288
2.39,8.42,50.919998,1.8288
2.29,8.4,54.610001,2.4384
2.13,7.99,57,1.2192
2.12,7.86,58.279999,1.2192
1.91,7.21,62.649998,0.6096
1.85,15.44,197.099991,0.6096
1.83,15.309999,196.850006,0.6096
1.68,13.91,196.849991,0.6096
1.71,8.32,105.339996,0.6096
1.82,8.21,102.619995,0.6096
2.09,8.24,99.769997,0.6096
2.05,8.25,98.999992,0.6096
1.95,8.059999,80.759995,0.6096
2.06,7.58,59.959999,0.6096
1.99,7.46,61.130001,0.6096
1.63,6.91,63.839996,0.6096
1.57,7.07,65.470001,0.6096
1.82,7.54,81.619995,0.6096
2.01,8.049999,95.029999,0.6096
2.01,8.059999,94.230003,0.6096
1.75,8.08,94.059998,0.6096
1.75,7.61,77.110001,0.6096
1.65,7.99,84.040001,1.2192
1.53,7.68,86.900002,1.8288
1.51,12.41,343.049988,1.8288
1.46,11.09,349.23999,1.8288
1.39,9.3,31.299999,1.8288
1.27,8.47,39.649998,1.8288
1.18,7.01,70.479996,1.2192
1.56,7.83,82.349998,0.6096
1.67,7.43,81.989998,0.6096
1.78,7.57,80.939995,1.2192
1.76,7.67,80.510002,1.8288
1.48,7.78,74.040001,1.8288
1.45,10.65,341.579987,1.2192
1.17,8.91,343.779999,1.2192
1.06,5.42,77.139992,0.6096
1.1,7.75,28.09,1.2192
1.25,7.32,51.229996,0.6096
1.44,15.62,181.440002,1.8288
1.89,9.51,0.71,1.8288
1.9,9.32,1.83,1.8288
1.84,8.5,42.599998,1.2192
1.78,8.78,66.589996,1.2192
1.67,9.139999,75.32,0.6096
1.48,8.28,65.760002,1.8288
1.56,11.24,342.359985,3.048
2.16,14.44,258.75,6.096
2.26,12.400001,329.549988,3.6576
2.24,12.190001,326.630005,1.8288
1.86,10.9,332.779999,1.2192
1.69,7.94,94.080002,0.6096
1.6,5.35,75.549995,0.6096
1.6,5.21,77.5,0.6096
1.77,15.02,346.829987,4.2672
2.18,12.629999,347.659973,3.6576
2.08,12.07,346.819977,3.6576
2.44,13.02,341.139984,3.048
2.36,12.440001,340.129974,1.8288
1.99,10.94,334.959991,1.2192
1.76,9.74,346.799988,1.8288
1.69,8.15,37.559998,3.048
2.95,11.2,10.48,4.8768
2.94,11.110001,10.43,4.8768
2.45,10.389999,11.91,2.4384
1.86,9.79,19.959999,2.4384
2.32,11.75,326.089996,3.6576
2.32,8.309999,97.949997,2.4384
2.35,8.440001,98.819992,1.8288
2.31,8.78,98.889992,1.8288
2.16,9.17,77.659996,1.8288
1.99,8.8,76.449997,3.048
1.92,8.129999,89.769997,1.8288
2.16,13.639999,313.959991,4.8768
2.32,12.139999,319.47998,4.2672
2.31,12.059999,321.659973,2.4384
1.95,10.74,329.75,3.048
1.8,9.18,8.990001,1.8288
1.89,8.37,41.459999,1.8288
1.92,8.24,40.950001,1.8288
2.05,8.79,47.349998,1.8288
2.13,9.46,44.389999,1.8288
2.12,9.459999,44.279999,1.2192
1.9,9.299999,42.169998,1.8288
1.6,8.309999,45.789997,1.2192
1.46,8.13,45.239998,1.2192
1.51,9.209999,80.25,1.8288
1.67,8.01,84.999992,4.2672
3.51,10.03,15.47,4.2672
3.43,10.02,17.34,3.048
2.8,9.28,22.67,3.6576
2.21,8.16,34.299999,4.2672
2.18,6.68,65.659996,2.4384
2.18,6.8,65.929993,4.8768
2.03,14.36,328.160004,4.2672
2.07,12.049999,322.419983,3.048
2.39,11.19,336.26001,3.048
2.41,11.07,337.279999,2.4384
2.27,9.86,347.22998,1.8288
2.19,7.78,66.769997,9.7536
3.26,14.690001,332.51001,7.3152
3.27,14.41,332.179993,3.6576
2.56,12.11,327.839996,3.048
2.88,14.51,339.220001,5.4864
2.8,13.75,337.850006,2.4384
2.2,11.639999,337.170013,4.8768
2.59,13.690001,339.059967,4.2672
2.57,13.219999,338.22998,4.2672
2.3,11.28,336.470001,4.2672
2.13,12.15,333.73999,4.8768
3.77,15.009999,332.690002,10.9728
4.07,14.559999,332.139984,7.3152
3.27,13.309999,326.600006,9.144
3.04,13.53,326.919983,4.2672
2.53,12.299999,323.220001,7.3152
2.68,12.59,322.879974,5.4864
2.39,12.15,324.130005,2.4384
2.58,13.61,312.76001,6.096
3.55,13.37,312.160004,7.3152
3.47,13.369999,315,5.4864
2.72,12.77,317.98999,3.6576
2.02,11.900001,319.880005,3.048
1.77,8.73,99.829994,3.048
2.23,6.77,73.879997,3.048
2.69,8.4,67.629997,3.048
2.77,8.56,73.629997,2.4384
2.75,9.23,80.830002,3.6576
2.9,9.57,82.479996,9.144
3.47,13.63,311.22998,7.3152
3.44,13.12,312.059998,4.2672
3.46,10.949999,75.340004,3.048
3.43,10.71,72.919998,3.048
3.34,10.19,81.799995,3.048
3.54,10.309999,78.349998,3.6576
4.91,10.679999,77.489998,3.6576
4.89,10.959999,78.019997,1.8288
3.88,10.959999,80.389999,1.2192
3.13,15.2,297.009979,7.3152
3.24,14.62,297.179993,4.8768
2.74,13.22,298.790009,2.4384
2.49,11.1,325.199982,3.048
2.64,13.98,303.940002,3.6576
2.64,13.78,303.179993,3.048
2.45,13.16,303.220001,3.048
2.83,13.030001,329.459991,6.096
4.23,13.889999,334.359985,7.3152
3.76,12.450001,328.720001,3.6576
5.5,16.360001,329.450012,13.4112
5.49,16.23,328.360016,14.6304
4.71,14.82,328.200012,9.144
3.68,13.67,331.730011,4.8768
3.57,11.84,332.380005,10.3632
4.23,14.55,312.72998,10.9728
4.84,13.32,316.589996,10.9728
4.59,13.249999,315.299988,7.3152
3.07,12.01,312.869995,6.096
4.31,13.639999,324.959991,10.3632
4.01,13.52,321.039978,5.4864
4.24,15.279999,321.610016,12.192
6.22,16.27,314.149994,16.4592
5.82,16,311.839996,8.5344
3.95,17.58,316.799988,9.144
4.74,15.9,312.230011,9.144
4.02,14.27,305.749969,4.8768
3.28,12.57,315.619995,3.048
2.37,11.719999,312.23999,1.8288
2.06,13.219999,305.189972,2.4384
2.98,15.809999,310.039978,8.5344
3.12,14.84,308.450012,4.8768
3.35,13.53,300.23999,4.8768
4.28,13.799999,298.660004,3.6576
4.78,11.139999,62.360001,3.6576
4.7,11.17,63.619995,3.6576
4.24,11.08,60.209995,3.048
3.49,10.26,61.359997,2.4384
2.63,9.86,61.359997,2.4384
2.27,9.809999,58.499996,1.8288
2.13,9.38,76.410004,2.4384
2.01,9.27,90.160004,2.4384
2.86,10.02,39.200001,4.8768
3.06,9.959999,33.229996,3.6576
2.8,10.44,31.629999,2.4384
2.76,8.86,82.470001,2.4384
2.55,8.73,92.93,3.6576
2.74,9.52,92.32,4.8768
2.72,9.54,91.699997,4.2672
2.42,13.74,303.449982,3.6576
2.29,13.379999,307.319977,3.6576
2.79,11.749999,323.399994,5.4864
3.14,14.079999,329.799988,6.096
3.09,13.35,331.329987,3.6576
2.25,11.29,327.219971,3.6576
3.76,12.869999,350.22998,9.144
4,12.839999,355.420013,6.096
3.42,11.91,1.34,3.6576
2.8,9.54,31.9,7.3152
2.8,9.34,43.929996,4.2672
2.62,9.13,51.099998,4.8768
2.55,14.48,318.570007,6.096
2.59,13.809999,317.299988,2.4384
2.05,11.83,314.049988,1.2192
2.04,7.62,77.150002,1.8288
1.96,8.66,95.169998,2.4384
2.31,14.61,302.390015,6.096
3.29,13.15,307.809967,6.096
3.14,12.789999,311.019989,3.048
2.57,10.14,353.749969,3.6576
3.17,13.69,308.119995,7.3152
3.22,6.95,58.139999,3.6576
3.18,8.17,60.889996,2.4384
3.08,8.35,62.259998,1.8288
2.34,13.589999,314.969971,3.048
2.21,13.17,314.419983,1.8288
1.78,11.190001,311.049988,2.4384
2.49,9.12,339.109985,3.048
2.54,9.3,353.519989,2.4384
2.58,9.809999,9.18,2.4384
2.51,9.73,11.77,1.8288
2.19,7.79,63.27,1.8288
1.78,7.68,74.730003,2.4384
1.85,11.01,315.029999,2.4384
2.08,13.38,339.629974,4.8768
2.04,12.91,340.22998,3.048
2.73,13.98,323.249969,5.4864
2.7,13.61,322.660004,4.2672
2.24,12.41,312.509979,2.4384
2,9.08,80.800003,1.8288
2.34,10.66,31.58,3.048
2.79,10.17,67.639992,3.048
3.46,9.82,29.309999,2.4384
3.35,9.79,37.360001,3.048
2.86,9.27,41.519997,2.4384
2.65,8.98,50.099998,3.048
2.47,11.24,335,2.4384
1.97,8.4,63.079998,1.2192
1.62,11.219999,320.309998,4.2672
2.48,12.44,303.799988,3.6576
2.45,12.29,303.589996,2.4384
1.9,8.87,92.559998,1.8288
1.73,8.530001,95.230003,1.2192
1.76,11.77,302.069977,0.6096
2.73,12.929999,314.759979,4.8768
3.49,12.24,323.169983,10.3632
3.31,12.29,333.589996,8.5344
2.9,11.870001,337.72998,7.3152
2.65,11.8,334.790009,4.2672
2.28,11.09,327.190002,2.4384
1.67,9.969999,328.22998,1.8288
1.39,11.389999,296.5,3.6576
1.69,11.78,306.529999,3.048
1.84,10.599999,312.089996,3.6576
1.85,10.22,313.199982,3.048
1.67,9.349999,316.249969,2.4384
1.69,13.34,230.75,1.8288
1.6,12.19,245.249985,2.4384
1.94,10.49,292.850006,3.048
1.95,10.559999,292.889984,1.8288
1.66,9.09,299.809998,2.4384
1.89,8.8,48.68,1.8288
1.87,8.75,81.82,1.2192
1.73,8.45,84.739998,1.8288
1.72,8.33,77.719994,0.6096
1.63,8.26,72.779999,3.6576
2.37,9.46,13.94,3.6576
2.41,9.54,16.049999,3.048
2.24,8.94,45.009998,1.2192
1.99,8.65,75.369995,0.6096
1.79,8.38,81.290001,0.6096
1.69,15.65,183.109985,0.6096
1.77,13.719999,185.589996,0.6096
2.04,8.19,84.860001,1.2192
2.25,8.42,82.620003,1.2192
2.26,8.4,82.340004,2.4384
2.16,13.56,187.87999,1.2192
1.87,7.7,68.560005,1.2192
1.72,8.059999,94.849998,1.2192
1.55,8.2,94.529999,1.2192
1.53,7.84,86.18,1.8288
2,8.33,94.459999,1.2192
1.97,8.379999,95.459999,1.2192
1.93,8.67,92.459999,0.6096
1.78,8.43,91.300003,0.6096
1.7,8.48,94.389999,0.6096
1.77,14.18,193.839996,1.2192
1.95,13.71,194.039993,1.2192
1.94,13.61,193.25,1.2192
1.69,13.049999,190.180008,1.2192
1.59,7.33,86.169998,2.4384
1.8,7.47,87.559998,2.4384
1.78,7.42,85.699997,1.8288
1.91,7.74,79.729996,0.6096
1.94,7.78,78.43,0.6096
1.81,7.95,77.559998,0.6096
1.6,7.54,79.630005,1.2192
1.39,7.18,79.469994,1.2192
1.18,7.12,83.940002,1.2192
1.07,7.53,83.659996,1.2192
1.2,14.18,275.119995,1.8288
1.48,12.17,268.419983,1.8288
1.47,11.92,258.330017,1.2192
1.3,10.889999,223.289993,0.6096
1.47,14.419999,337.829987,4.2672
1.99,12.64,330.570007,4.2672
1.77,10.889999,324.639984,1.8288
1.61,9.53,325.600006,0.6096
1.6,15.09,162.779984,0.6096
1.58,14.309999,164.149994,0.6096
1.48,13.27,183.529999,1.2192
1.61,13.16,196.049988,1.2192
1.57,13.009999,196.5,0.6096
1.46,6.82,73.449997,0.6096
1.46,6.65,75.119995,1.2192
1.65,12.24,190.679993,1.2192
1.9,8.77,58.009998,1.2192
2.24,8.52,56.360001,1.2192
2.21,8.429999,58.129997,1.2192
2.47,15.79,194.669998,1.2192
2.39,15.78,194.649994,0.6096
2.15,14.469999,194.490005,0.6096
1.83,13.26,194.019989,1.2192
1.73,12.1,201.839996,1.8288
1.75,6.44,80.709991,1.2192
1.55,6.91,85.269997,0.6096
1.73,7.54,90.279999,0.6096
1.74,7.65,88.970001,0.6096
1.89,7.53,79.690002,1.2192
1.98,7.34,77.730003,1.2192
1.92,7.55,78.449997,3.048
1.83,7.889999,80.089996,1.8288
1.8,7.97,81.069992,1.2192
1.73,7.85,81.970001,1.2192
1.62,13.559999,183.949997,0.6096
1.53,12.129999,185.009995,0.6096
1.65,6.04,82.739998,0.6096
1.68,7.37,91.509995,0.6096
1.88,8.02,92.749992,0.6096
1.87,8.41,93.239998,0.6096
1.97,7.49,83.489998,0.6096
1.91,7.48,83.589996,0.6096
1.88,7.1,71.169998,0.6096
1.93,6.95,66.479996,0.6096
1.86,6.92,66.949997,0.6096
1.52,6.42,64.730003,0.6096
1.74,6.03,68.879997,2.4384
1.82,6.47,64.620003,2.4384
1.79,6.66,73.389999,1.8288
1.58,7.889999,72.07,0.6096
1.32,7.599999,75.610001,1.8288
1.41,6.74,40.009998,1.8288
1.65,6.57,66.889999,1.2192
1.66,7.08,59.439999,1.2192
1.69,7.08,60.309998,1.2192
1.62,7.07,60.75,0.6096
1.5,6.9,68.400002,0.6096
1.38,7.309999,78.419998,0.6096
1.67,7.21,75.589996,0.6096
1.7,7.29,82.349998,0.6096
1.69,7.3,85.269997,1.2192
1.8,12.25,179.319992,1.2192
1.98,7.11,65.900002,0.6096
2.02,8.059999,60.57,0.6096
1.99,8.03,65.860001,1.2192
1.78,8.61,64.599998,1.8288
1.76,8.6,65.669998,1.8288
1.44,8.23,80.029999,1.2192
1.39,10.17,87.360001,1.2192
1.44,9.89,81.669998,0.6096
1.33,9.11,80.900002,0.6096
1.52,6.75,68.299995,0.6096
1.6,6.84,78.269997,0.6096
1.89,7.59,71.389999,0.6096
2.09,7.63,68.480003,0.6096
2.05,7.67,70.330002,0.6096
1.8,7.44,77.689995,0.6096
1.91,7.47,76.610001,0.6096
1.86,7.5,77.220001,0.6096
1.74,7.86,79.979996,0.6096
1.67,7.92,83.029999,0.6096
1.46,8.27,89.689995,0.6096
1.49,8.19,89.93,0.6096
1.41,8.01,103.259995,0.6096
1.55,7.84,96.459999,0.6096
1.67,5.32,72.980003,0.6096
1.69,5.68,73.050003,0.6096
1.76,6.38,77.029999,0.6096
1.71,7.42,84.279999,0.6096
1.57,7.48,82.559998,0.6096
1.46,13.4,189.259995,1.2192
1.54,5.62,72.57,2.4384
1.45,5.72,72.079994,2.4384
1.58,12.889999,212.509995,3.048
1.79,11.98,230.199997,2.4384
1.87,11.46,239.419983,3.048
1.89,10.23,75.979996,2.4384
1.91,10,79.959999,1.8288
1.79,9.15,71.839996,0.6096
1.74,7.23,72.840004,1.8288
1.67,7.21,73.540001,1.8288
1.55,7.57,83.419998,1.2192
1.55,7.61,57.189999,0.6096
1.78,6.94,62.32,0.6096
1.87,19.4,179.87999,0.6096
2.37,16.5,183.019989,1.2192
2.62,14.86,184.849991,1.8288
2.52,8.280001,57.939999,1.2192
2.11,8.24,73.889992,0.6096
1.81,7.82,75.599998,0.6096
1.46,7.84,82.730003,0.6096
1.48,4.98,74.790001,0.6096
1.64,5.84,70.379997,1.2192
1.84,6.29,70.069992,1.8288
1.79,6.26,71.459999,1.2192
1.78,6.77,76.810005,1.2192
1.76,7.41,88.039993,0.6096
1.57,7.64,92.779999,0.6096
1.29,7.54,93.290001,2.4384
1.97,11.28,327.089996,3.048
2.01,10.879999,328.119995,3.048
2,10.749999,266.459991,3.6576
1.93,13.32,188.979996,1.8288
1.65,11.75,192.889984,1.8288
1.4,9.26,353.669983,2.4384
1.52,8.77,337.139984,2.4384
1.51,8.77,337.049988,4.2672
1.83,13.04,314.089996,3.6576
1.85,6.73,74.639999,1.8288
1.92,7,71.330002,1.2192
1.63,7.15,70.719994,1.2192
1.65,7.66,71.899994,0.6096
1.96,9.01,68.599998,1.2192
2.24,8.47,78.290001,1.2192
2.26,8.4,78.529991,3.048
2.22,8.54,74.43,2.4384
2.1,8.46,72.549995,1.2192
1.72,8.82,30.91,0.6096
1.55,7.929999,58.599998,1.2192
1.72,14.46,194.409988,1.2192
1.83,13.549999,194.979996,1.8288
1.79,14.669999,303.190002,3.6576
1.97,13.13,302.809998,3.6576
2.36,12.440001,315.320007,5.4864
3.33,12.23,328.639984,6.096
3.36,12.22,329.070007,4.8768
2.56,10.879999,329.410004,10.9728
2.98,14.45,320.959991,9.144
2.95,14.059999,319.589996,4.2672
2.27,11.99,320.019989,2.4384
2.11,10.039999,320.920013,2.4384
2.07,11.46,326.549988,1.8288
2.26,13.349999,314.890015,3.048
2.48,12.67,324.529999,3.048
2.16,11.419999,322.579987,4.8768
2.2,12.87,320.499969,3.6576
2.19,12.389999,318.809998,12.192
4.34,14.76,335.459991,12.192
4.04,14.379999,337.869995,6.7056
3.01,12.309999,340.830017,4.2672
2.36,11.78,345.419983,3.048
2.03,10.84,341.029999,1.8288
1.65,5.14,82.300003,2.4384
2.23,12.64,307.619995,4.8768
2.24,12.46,307.709991,3.6576
2.06,11.92,306.919983,3.048
2.18,12.940001,325.410004,3.6576
2.28,13.59,325.109985,3.6576
2.12,12.99,322.190002,3.048
1.97,12.08,315.519989,2.4384
2.35,10.97,315.72998,3.6576
2.48,10.799999,315.980011,3.6576
2.34,10.219999,323.380005,3.048
2.11,14.799999,308.480011,3.048
2.8,13.14,312.889984,4.8768
3.3,11.99,317.399994,3.6576
3.21,11.839999,318.390015,3.048
2.73,9.49,35.360001,1.8288
2.24,8.36,57.209999,3.6576
2.67,16.119999,328.289978,8.5344
3.41,14.76,327.439972,7.3152
3.23,13.43,324.149994,4.8768
3.59,13.71,329.649994,9.144
3.67,13.74,327.47998,5.4864
2.74,12.16,315.47998,12.192
5.14,16.32,319.269989,16.4592
5.09,16.189999,319.619995,9.7536
3.73,13.639999,318.190002,4.8768
3.4,11.839999,333.039978,9.144
3.96,14.01,343.029999,10.9728
3.85,13.66,341.359985,5.4864
2.64,14.969999,311.130005,8.5344
3.13,13.43,309.519989,6.096
3.44,12.73,319.329987,7.3152
3.25,12.25,320.220001,6.096
2.97,14.79,312.919983,10.3632
3.73,13.74,315.790009,8.5344
3.81,13.47,318.019989,4.8768
3.28,12.37,318.849976,3.048
2.73,7.01,72.480003,4.2672
3.21,14.529999,319.139984,4.8768
3.19,14.389999,319.410004,4.2672
2.75,13.259999,319.080017,3.048
2.24,11.999999,323.690002,12.192
4.36,16.09,327.320007,13.4112
4.04,15.57,323.76001,7.3152
2.98,12.29,316.399994,6.096
2.91,12.17,317.469971,3.048
2.5,11.219999,319.160004,2.4384
2.16,8.389999,89.599998,2.4384
2.94,16.559999,319.179993,8.5344
3.42,14.87,317.079987,6.096
3.11,13.73,314.160004,3.6576
2.84,12.27,320.329987,3.048
2.78,11.86,318.119995,3.048
2.56,12.08,314.619995,2.4384
2.19,11.309999,318.119995,1.8288
2.92,7.78,71.179993,1.8288
3,8.37,74.139992,1.8288
2.49,8.599999,74.900002,4.2672
3.19,14.53,313.200012,6.096
3.2,14.389999,312.589996,4.8768
3.11,13.43,313.100006,9.144
4.56,15.419999,316.599976,10.9728
4.32,15.27,316.01001,9.144
6.39,15.11,315.580017,15.24
6.48,15.04,313.480011,12.192
5.32,13.7,309.649994,9.144
3.83,12.48,317.570007,3.048
3.62,16.969999,312.110016,7.3152
4.62,16.15,309.049988,15.24
4.38,15.889999,308.970001,9.144
3.87,14.21,308.769989,4.8768
3.15,12.369999,312.220001,4.2672
2.59,11.259999,321.049988,1.8288
2.55,10.219999,317.230011,4.8768
5.33,12.559999,318.549988,10.3632
5.25,12.65,317.170013,9.144
3.82,12.67,314.519989,3.6576
4.09,13.949999,311.959991,14.0208
4.57,15.41,311.469971,10.9728
5.89,14.849999,318.859985,9.144
5.85,14.82,318.609985,7.3152
4.22,13.46,316.999969,10.9728
3.76,13.879999,320.72998,7.3152
4.9,15.59,309.659973,15.24
5.27,15.63,306.320007,7.3152
3.67,13.64,300.72998,4.8768
2.53,17.700001,304.049988,4.8768
4.39,16.27,300.869995,9.144
4.27,16.030001,300.440002,5.4864
3.91,13.59,302.799988,3.6576
2.94,11.97,301.399994,2.4384
2.09,10.74,304.72998,1.8288
2.81,14.79,300.380005,4.2672
2.85,14.679999,299.190002,4.2672
3.36,14.509999,306.839996,6.096
3.27,14.349999,305.409973,9.144
4.04,13.389999,312.029999,7.3152
3.93,13.059999,310.829987,5.4864
3.22,11.63,319.929993,3.6576
2.41,11.849999,340.959991,3.048
3.53,14.639999,303.350006,4.2672
3.59,14.57,304,3.048
